Date,Open,High,Low,Close,Adj Close,Volume
2020-01-31,18.000000,22.950001,17.520000,22.070000,22.070000,8294600
2020-02-03,22.510000,25.209999,21.660000,22.799999,22.799999,3764700
2020-02-04,23.440001,24.660000,22.730000,23.790001,23.790001,1892400
2020-02-05,24.330000,24.860001,23.700001,24.139999,24.139999,1361700
2020-02-06,24.000000,26.000000,24.000000,25.000000,25.000000,3084000
2020-02-07,25.379999,27.889999,25.030001,26.690001,26.690001,1481400
2020-02-10,27.540001,28.580000,24.750000,25.190001,25.190001,1882200
2020-02-11,25.500000,25.730000,23.559999,24.709999,24.709999,1175900
2020-02-12,24.809999,25.250000,23.799999,23.860001,23.860001,1658200
2020-02-13,23.740000,24.278999,20.240000,20.690001,20.690001,3101100
2020-02-14,21.160000,22.730000,21.160000,22.549999,22.549999,1029300
2020-02-18,22.889999,23.350000,22.309999,23.040001,23.040001,545700
2020-02-19,23.180000,25.440001,23.020000,25.000000,25.000000,1142000
2020-02-20,24.959999,24.966000,22.629999,24.490000,24.490000,738400
2020-02-21,24.430000,24.490000,23.479000,24.000000,24.000000,294500
2020-02-24,23.170000,23.990000,22.240000,22.290001,22.290001,574500
2020-02-25,23.049999,23.840000,21.510000,23.639999,23.639999,930700
2020-02-26,23.850000,24.000000,22.620001,22.980000,22.980000,664600
2020-02-27,23.000000,23.250000,21.760000,22.450001,22.450001,703800
2020-02-28,22.110001,22.830000,21.040001,21.620001,21.620001,540500
2020-03-02,21.709999,22.600000,19.639999,20.420000,20.420000,995200
2020-03-03,20.459999,20.849001,19.719999,20.080000,20.080000,873900
2020-03-04,20.480000,21.760000,20.299999,21.469999,21.469999,578200
2020-03-05,21.500000,24.170000,21.010000,23.950001,23.950001,1075300
2020-03-06,24.059999,24.350000,22.500000,23.600000,23.600000,867300
2020-03-09,21.950001,22.879999,21.430000,22.299999,22.299999,449800
2020-03-10,22.889999,25.709999,22.110001,25.639999,25.639999,1243200
2020-03-11,26.309999,27.700001,23.290001,24.299999,24.299999,1114000
2020-03-12,22.400000,23.650000,18.020000,19.100000,19.100000,992900
2020-03-13,20.700001,21.850000,16.160000,21.299999,21.299999,1312100
2020-03-16,17.180000,22.750000,17.180000,20.510000,20.510000,1126200
2020-03-17,20.959999,22.480000,19.665001,21.350000,21.350000,1000000
2020-03-18,20.309999,21.643000,16.209999,17.709999,17.709999,1346100
2020-03-19,17.299999,18.420000,15.000000,16.510000,16.510000,1985100
2020-03-20,16.860001,21.879999,16.809999,19.490000,19.490000,4063900
2020-03-23,19.950001,20.450001,18.600000,20.120001,20.120001,1180100
2020-03-24,20.830000,21.900000,19.379999,19.910000,19.910000,897600
2020-03-25,19.770000,20.025000,18.629999,19.260000,19.260000,986700
2020-03-26,19.330000,19.850000,18.260000,19.299999,19.299999,771000
2020-03-27,18.520000,18.983999,17.370001,17.540001,17.540001,677100
2020-03-30,17.870001,18.190001,17.370001,17.889999,17.889999,753800
2020-03-31,17.709999,18.959999,17.680000,18.150000,18.150000,824200
2020-04-01,18.799999,18.799999,16.690001,17.930000,17.930000,878400
2020-04-02,17.610001,18.500000,17.070000,17.920000,17.920000,522300
2020-04-03,17.580000,18.900000,17.170000,18.590000,18.590000,341100
2020-04-06,19.010000,20.299999,18.430000,20.139999,20.139999,788700
2020-04-07,20.570000,21.110001,18.750000,19.110001,19.110001,624700
2020-04-08,19.200001,19.684999,18.299999,18.440001,18.440001,502700
2020-04-09,18.520000,18.910000,17.809999,18.700001,18.700001,449600
2020-04-13,18.500000,18.770000,17.658001,18.230000,18.230000,355100
2020-04-14,18.500000,20.330000,18.500000,20.000000,20.000000,533700
2020-04-15,18.990000,21.090000,18.590000,20.549999,20.549999,834700
2020-04-16,20.799999,21.070000,19.389999,20.350000,20.350000,364100
2020-04-17,20.660000,22.520000,20.170000,22.400000,22.400000,516700
2020-04-20,22.459999,27.780001,22.136000,25.270000,25.270000,1667800
2020-04-21,24.400000,25.788000,22.730000,23.570000,23.570000,576500
2020-04-22,24.070000,24.750000,23.010000,23.750000,23.750000,331300
2020-04-23,23.910000,25.900000,23.320000,25.740000,25.740000,941500
2020-04-24,25.790001,26.400000,24.709999,25.209999,25.209999,504300
2020-04-27,25.290001,25.849001,24.510000,24.590000,24.590000,378000
2020-04-28,24.980000,26.440001,24.549999,25.430000,25.430000,668800
2020-04-29,25.950001,27.990000,25.610001,25.990000,25.990000,718100
2020-04-30,25.520000,26.180000,24.030001,24.670000,24.670000,464300
2020-05-01,24.110001,25.000000,22.629999,23.330000,23.330000,350000
2020-05-04,22.959999,24.309999,22.750000,24.180000,24.180000,216700
2020-05-05,24.440001,25.760000,24.379999,25.059999,25.059999,282300
2020-05-06,25.520000,26.000000,23.360001,23.410000,23.410000,574600
2020-05-07,24.049999,25.740000,23.770000,25.500000,25.500000,340400
2020-05-08,25.440001,25.695999,24.400000,24.400000,24.400000,295400
2020-05-11,24.379999,26.799999,24.235001,26.340000,26.340000,854500
2020-05-12,26.799999,29.389999,26.600000,27.250000,27.250000,2338300
2020-05-13,28.000000,28.969999,25.639999,26.540001,26.540001,1270400
2020-05-14,23.410000,30.903000,23.370001,29.000000,29.000000,2569900
2020-05-15,29.070000,32.419998,27.420000,32.090000,32.090000,1028900
2020-05-18,33.450001,36.360001,32.360001,33.009998,33.009998,1330000
2020-05-19,33.209999,36.110001,31.750000,35.770000,35.770000,860100
2020-05-20,36.119999,42.000000,36.119999,39.730000,39.730000,1598300
2020-05-21,40.220001,40.799999,35.770000,37.880001,37.880001,1066000
2020-05-22,38.119999,38.720001,37.560001,38.000000,38.000000,325600
2020-05-26,37.299999,37.391998,33.830002,34.180000,34.180000,4170400
2020-05-27,33.490002,33.630001,30.559999,31.230000,31.230000,2592400
2020-05-28,31.420000,32.639999,30.830000,31.100000,31.100000,1409200
2020-05-29,31.190001,32.759998,28.830000,32.299999,32.299999,2129800
2020-06-01,32.389999,36.000000,32.099998,34.009998,34.009998,2060700
2020-06-02,34.500000,34.990002,32.700001,34.090000,34.090000,1889700
2020-06-03,34.200001,34.615002,32.880001,33.330002,33.330002,643100
2020-06-04,33.330002,33.590000,30.639999,31.990000,31.990000,1218300
2020-06-05,32.090000,33.540001,31.410999,32.869999,32.869999,1019100
2020-06-08,33.200001,34.389999,31.320000,31.690001,31.690001,1072800
2020-06-09,31.690001,33.040001,31.010000,32.009998,32.009998,638500
2020-06-10,32.200001,33.919998,32.040001,33.419998,33.419998,949900
2020-06-11,32.459999,32.700001,28.879999,29.870001,29.870001,1786700
2020-06-12,30.740000,30.990000,28.070000,29.510000,29.510000,1070400
2020-06-15,29.389999,32.299999,29.010000,31.660000,31.660000,936400
2020-06-16,32.290001,32.689999,30.760000,32.549999,32.549999,820100
2020-06-17,32.869999,33.490002,30.680000,30.750000,30.750000,915000
2020-06-18,30.790001,33.080002,30.370001,32.459999,32.459999,1073800
2020-06-19,33.060001,36.264999,32.549999,35.759998,35.759998,3617200
2020-06-22,35.660000,36.900002,34.119999,34.470001,34.470001,1103600
2020-06-23,33.639999,33.855000,31.400000,32.389999,32.389999,1710600
2020-06-24,32.389999,33.040001,29.959999,31.799999,31.799999,1609400
2020-06-25,32.740002,32.799999,30.750000,31.990000,31.990000,5160100
2020-06-26,31.900000,34.189999,31.750000,31.900000,31.900000,2779300
2020-06-29,32.099998,33.681000,31.150000,32.730000,32.730000,1077400
2020-06-30,33.180000,36.740002,32.970001,36.320000,36.320000,1800500
2020-07-01,36.290001,38.830002,35.689999,37.119999,37.119999,2371300
2020-07-02,37.509998,38.520000,36.680000,38.310001,38.310001,1005200
2020-07-06,38.830002,40.130001,37.150002,37.529999,37.529999,1136400
2020-07-07,37.590000,38.020000,35.860001,37.669998,37.669998,1049900
2020-07-08,37.790001,39.480000,37.490002,38.509998,38.509998,822400
2020-07-09,39.669998,40.959999,38.000000,40.060001,40.060001,1055600
2020-07-10,40.419998,43.200001,39.880001,41.599998,41.599998,1957300
2020-07-13,42.750000,44.869999,37.900002,38.060001,38.060001,1983400
2020-07-14,38.200001,39.400002,36.500000,37.750000,37.750000,1074000
2020-07-15,37.970001,40.820000,37.654999,40.549999,40.549999,1036400
2020-07-16,39.900002,40.310001,37.470001,38.380001,38.380001,1008300
2020-07-17,39.240002,40.240002,37.959999,38.840000,38.840000,1345300
2020-07-20,39.150002,39.450001,38.200001,38.869999,38.869999,919800
2020-07-21,39.467999,39.590000,37.570000,38.500000,38.500000,1356000
2020-07-22,38.599998,39.099998,37.619999,38.360001,38.360001,958100
2020-07-23,38.380001,39.520000,35.790001,36.630001,36.630001,1058200
2020-07-24,35.880001,37.490002,34.580002,35.580002,35.580002,1376700
2020-07-27,35.709999,36.009998,34.130001,35.220001,35.220001,1441100
2020-07-28,35.009998,35.200001,33.349998,33.540001,33.540001,1551800
2020-07-29,32.290001,32.525002,30.340000,30.559999,30.559999,7134500
2020-07-30,30.290001,31.219999,30.000000,31.030001,31.030001,3795100
