Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,9.171100,9.177300,9.050000,9.103200,9.103200,0
2003-12-02,9.106000,9.184300,9.050000,9.098000,9.098000,0
2003-12-03,9.095900,9.104200,9.031300,9.076200,9.076200,0
2003-12-04,9.076200,9.108100,9.023600,9.087900,9.087900,0
2003-12-05,9.040000,9.100300,9.019500,9.044600,9.044600,0
2003-12-08,9.053500,9.077600,8.990000,9.053900,9.053900,0
2003-12-09,9.052500,9.065300,8.980000,9.048800,9.048800,0
2003-12-10,9.050800,9.169700,8.990000,9.117200,9.117200,0
2003-12-11,9.119300,9.145800,9.060000,9.136200,9.136200,0
2003-12-12,9.132000,9.141000,9.050000,9.090200,9.090200,0
2003-12-15,9.050200,9.141500,9.044000,9.126100,9.126100,0
2003-12-16,9.127500,9.133700,9.000000,9.021000,9.021000,0
2003-12-17,9.016300,9.067900,8.990000,9.044400,9.044400,0
2003-12-18,9.043000,9.091300,8.980000,9.088600,9.088600,0
2003-12-19,9.087900,9.088600,9.009000,9.016400,9.016400,0
2003-12-22,9.015700,9.040100,8.970000,8.987700,8.987700,0
2003-12-23,8.987700,8.999900,8.950000,8.978600,8.978600,0
2003-12-24,8.978000,8.986700,8.900000,8.931200,8.931200,0
2003-12-25,8.934500,8.950600,8.890000,8.933800,8.933800,0
2003-12-26,8.934500,8.953300,8.870000,8.937900,8.937900,0
2003-12-29,8.935300,8.940600,8.870000,8.936300,8.936300,0
2003-12-30,8.932900,8.966000,8.880000,8.951900,8.951900,0
2003-12-31,8.949300,9.012900,8.880000,9.005600,9.005600,0
2004-01-01,9.005600,9.077500,8.989800,9.077500,9.077500,0
2004-01-02,9.076200,9.081600,8.880000,8.950600,8.950600,0
2004-01-05,8.982500,9.009700,8.891100,8.920200,8.920200,0
2004-01-06,8.924200,8.970200,8.880000,8.925000,8.925000,0
2004-01-07,8.928300,8.957700,8.900000,8.930700,8.930700,0
2004-01-08,8.929400,8.987700,8.886800,8.976500,8.976500,0
2004-01-09,8.977200,9.109600,8.930000,9.006400,9.006400,0
2004-01-12,9.015600,9.087600,8.980000,9.030500,9.030500,0
2004-01-13,9.029200,9.040500,8.970000,9.032700,9.032700,0
2004-01-14,9.032000,9.032000,8.934800,8.950100,8.950100,0
2004-01-15,8.945500,8.960300,8.890000,8.958900,8.958900,0
2004-01-16,8.960900,9.008500,8.880000,8.988800,8.988800,0
2004-01-19,8.980000,9.068200,8.930000,9.027000,9.027000,0
2004-01-20,9.027600,9.076100,8.960000,9.002700,9.002700,0
2004-01-21,9.000100,9.025800,8.930000,9.016700,9.016700,0
2004-01-22,9.017400,9.039400,8.899300,8.926400,8.926400,0
2004-01-23,8.934300,9.002400,8.880000,9.002400,9.002400,0
2004-01-26,8.977600,9.001800,8.933400,8.961800,8.961800,0
2004-01-27,8.963800,9.033700,8.914500,8.953400,8.953400,0
2004-01-28,8.952100,9.058300,8.924300,8.932400,8.932400,0
2004-01-29,8.931700,9.057400,8.931100,9.051200,9.051200,0
2004-01-30,9.050500,9.062900,8.980000,9.016500,9.016500,0
2004-02-02,9.020700,9.035700,8.970000,9.015100,9.015100,0
2004-02-03,9.019700,9.042400,8.970000,9.008300,9.008300,0
2004-02-04,9.013100,9.042400,8.970000,9.020400,9.020400,0
2004-02-05,9.019700,9.056700,8.990000,9.028600,9.028600,0
2004-02-06,9.028600,9.153100,9.020000,9.033900,9.033900,0
2004-02-09,9.016400,9.083300,9.000000,9.086700,9.086700,0
2004-02-10,9.084600,9.104300,9.030000,9.056800,9.056800,0
2004-02-11,9.056200,9.131300,9.020000,9.073200,9.073200,0
2004-02-12,9.072500,9.094500,9.020000,9.081600,9.081600,0
2004-02-13,9.080900,9.113000,9.030000,9.069500,9.069500,0
2004-02-16,9.092600,9.114700,9.060000,9.095100,9.095100,0
2004-02-17,9.095800,9.145900,9.060000,9.121300,9.121300,0
2004-02-18,9.155400,9.239400,9.100000,9.171000,9.171000,0
2004-02-19,9.171000,9.232700,9.120000,9.226000,9.226000,0
2004-02-20,9.227300,9.334200,9.190000,9.318100,9.318100,0
2004-02-23,9.267900,9.295200,9.158000,9.176200,9.176200,0
2004-02-24,9.176800,9.240900,9.158200,9.166200,9.166200,0
2004-02-25,9.164200,9.318000,9.156200,9.308400,9.308400,0
2004-02-26,9.307700,9.373800,9.230000,9.294600,9.294600,0
2004-02-27,9.296700,9.317100,9.230000,9.312300,9.312300,0
2004-03-01,9.326000,9.347100,9.220000,9.220000,9.220000,0
2004-03-02,9.220000,9.404100,9.220000,9.374400,9.374400,0
2004-03-03,9.372300,9.433600,9.290000,9.420300,9.420300,0
2004-03-04,9.421000,9.486900,9.350000,9.487600,9.487600,0
2004-03-05,9.486900,9.553100,9.410000,9.522900,9.522900,0
2004-03-08,9.525600,9.573400,9.491600,9.526100,9.526100,0
2004-03-09,9.525400,9.535000,9.396400,9.425900,9.425900,0
2004-03-10,9.525400,9.535000,9.396400,9.470700,9.470700,0
2004-03-11,9.468600,9.550100,9.420000,9.530600,9.530600,0
2004-03-12,9.529900,9.533400,9.370000,9.395900,9.395900,0
2004-03-15,9.401500,9.440400,9.351400,9.421900,9.421900,0
2004-03-16,9.419800,9.419800,9.245300,9.275700,9.275700,0
2004-03-17,9.269400,9.321500,9.208900,9.210300,9.210300,0
2004-03-18,9.213700,9.258900,9.137900,9.208200,9.208200,0
2004-03-19,9.206800,9.258300,9.109300,9.109300,9.109300,0
2004-03-22,9.135800,9.268700,9.135800,9.173400,9.173400,0
2004-03-23,9.171300,9.247600,9.153200,9.172000,9.172000,0
2004-03-24,9.170600,9.246800,8.960400,8.990300,8.990300,0
2004-03-25,8.991000,9.190400,8.944300,8.964500,8.964500,0
2004-03-26,8.963100,9.212200,8.933200,8.961100,8.961100,0
2004-03-29,8.878900,9.171800,8.871300,8.932500,8.932500,0
2004-03-30,8.930400,9.204900,8.917200,8.965200,8.965200,0
2004-03-31,8.977100,9.134000,8.887300,8.931800,8.931800,0
2004-04-01,8.929700,9.138400,8.890700,8.928300,8.928300,0
2004-04-02,8.926900,9.169100,8.822500,8.830200,8.830200,0
2004-04-05,8.780800,9.225700,8.777300,8.787700,8.787700,0
2004-04-06,8.786300,9.298800,8.776600,8.927600,8.927600,0
2004-04-07,8.928300,9.265900,8.871900,9.195300,9.195300,0
2004-04-08,9.193900,9.311500,9.193200,9.277900,9.277900,0
2004-04-09,9.280800,9.314000,9.237500,9.283700,9.283700,0
2004-04-12,9.280800,9.285100,9.165300,9.185500,9.185500,0
2004-04-13,9.182600,9.380600,9.141100,9.344600,9.344600,0
2004-04-14,9.341700,9.418300,9.299400,9.374400,9.374400,0
2004-04-15,9.373700,9.428600,9.310000,9.388800,9.388800,0
2004-04-16,9.384400,9.425000,9.253600,9.279800,9.279800,0
2004-04-19,9.286400,9.417200,9.230000,9.369800,9.369800,0
2004-04-20,9.384400,9.425000,9.300000,9.389600,9.389600,0
2004-04-21,9.386000,9.498800,9.353900,9.433200,9.433200,0
2004-04-22,9.436800,9.477900,9.390000,9.429600,9.429600,0
