통계표,"8.8.1.1 주요국통화의 대원화 환율","8.8.1.1 주요국통화의 대원화 환율","8.8.1.1 주요국통화의 대원화 환율","8.8.1.1 주요국통화의 대원화 환율"
항목명1,"원/미국달러(매매기준율)","원/위안(매매기준율)","원/일본엔(100엔)","원/유로"
단위,"원 ","원 ","원 ","원 "
변환,"원자료","원자료","원자료","원자료"
1970/01/05,"304","","",""
1970/01/06,"304","","",""
1970/01/07,"304","","",""
1970/01/08,"304","","",""
1970/01/09,"304","","",""
1970/01/10,"304","","",""
1970/01/12,"304","","",""
1970/01/13,"305","","",""
1970/01/14,"305","","",""
1970/01/15,"305","","",""
1970/01/16,"305","","",""
1970/01/17,"305","","",""
1970/01/19,"305","","",""
1970/01/20,"305","","",""
1970/01/21,"305","","",""
1970/01/22,"305","","",""
1970/01/23,"305","","",""
1970/01/24,"305","","",""
1970/01/26,"305","","",""
1970/01/27,"305","","",""
1970/01/28,"305","","",""
1970/01/29,"305","","",""
1970/01/30,"305","","",""
1970/01/31,"305","","",""
1970/02/02,"305","","",""
1970/02/03,"305","","",""
1970/02/04,"305","","",""
1970/02/05,"306","","",""
1970/02/06,"306","","",""
1970/02/07,"305","","",""
1970/02/09,"306","","",""
1970/02/10,"306","","",""
1970/02/11,"306","","",""
1970/02/12,"306","","",""
1970/02/13,"306","","",""
1970/02/14,"306","","",""
1970/02/16,"306","","",""
1970/02/17,"306","","",""
1970/02/18,"306","","",""
1970/02/19,"306","","",""
1970/02/20,"306","","",""
1970/02/21,"306","","",""
1970/02/23,"306","","",""
1970/02/24,"306","","",""
1970/02/25,"306","","",""
1970/02/26,"306","","",""
1970/02/27,"306","","",""
1970/02/28,"306","","",""
1970/03/02,"306","","",""
1970/03/03,"306","","",""
1970/03/04,"306","","",""
1970/03/05,"306","","",""
1970/03/06,"306","","",""
1970/03/07,"306","","",""
1970/03/09,"307","","",""
1970/03/11,"306","","",""
1970/03/12,"306","","",""
1970/03/13,"307","","",""
1970/03/14,"307","","",""
1970/03/16,"307","","",""
1970/03/17,"307","","",""
1970/03/18,"307","","",""
1970/03/19,"307","","",""
1970/03/20,"307","","",""
1970/03/21,"307","","",""
1970/03/23,"307","","",""
1970/03/24,"307","","",""
1970/03/25,"307","","",""
1970/03/26,"307","","",""
1970/03/27,"307","","",""
1970/03/28,"307","","",""
1970/03/30,"307","","",""
1970/03/31,"307","","",""
1970/04/01,"306","","",""
1970/04/02,"307","","",""
1970/04/03,"307","","",""
1970/04/04,"307","","",""
1970/04/06,"307","","",""
1970/04/07,"307","","",""
1970/04/08,"307","","",""
1970/04/09,"307","","",""
1970/04/10,"307","","",""
1970/04/11,"307","","",""
1970/04/13,"308","","",""
1970/04/14,"308","","",""
1970/04/15,"308","","",""
1970/04/16,"308","","",""
1970/04/17,"308","","",""
1970/04/18,"308","","",""
1970/04/20,"308","","",""
1970/04/21,"308","","",""
1970/04/22,"308","","",""
1970/04/23,"308","","",""
1970/04/24,"308","","",""
1970/04/25,"308","","",""
1970/04/27,"308","","",""
1970/04/28,"309","","",""
1970/04/29,"309","","",""
1970/04/30,"309","","",""
1970/05/01,"308","","",""
1970/05/02,"308","","",""
1970/05/04,"308","","",""
1970/05/05,"308","","",""
1970/05/06,"308","","",""
1970/05/07,"308","","",""
1970/05/08,"308","","",""
1970/05/09,"309","","",""
1970/05/11,"309","","",""
1970/05/12,"309","","",""
1970/05/13,"309","","",""
1970/05/14,"309","","",""
1970/05/15,"309","","",""
1970/05/16,"309","","",""
1970/05/18,"309","","",""
1970/05/19,"309","","",""
1970/05/20,"308","","",""
1970/05/21,"308","","",""
1970/05/22,"308","","",""
1970/05/23,"309","","",""
1970/05/25,"309","","",""
1970/05/26,"309","","",""
1970/05/27,"309","","",""
1970/05/28,"309","","",""
1970/05/29,"309","","",""
1970/05/30,"309","","",""
1970/06/01,"309","","",""
1970/06/02,"309","","",""
1970/06/03,"309","","",""
1970/06/04,"309","","",""
1970/06/05,"309","","",""
1970/06/08,"309","","",""
1970/06/09,"309","","",""
1970/06/10,"309","","",""
1970/06/11,"309","","",""
1970/06/12,"309","","",""
1970/06/13,"310","","",""
1970/06/15,"310","","",""
1970/06/16,"310","","",""
1970/06/17,"310","","",""
1970/06/18,"310","","",""
1970/06/19,"310","","",""
1970/06/20,"310","","",""
1970/06/22,"310","","",""
1970/06/23,"310","","",""
1970/06/24,"310","","",""
1970/06/25,"311","","",""
1970/06/26,"311","","",""
1970/06/27,"311","","",""
1970/06/29,"311","","",""
1970/06/30,"311","","",""
1970/07/01,"311","","",""
1970/07/02,"311","","",""
1970/07/03,"311","","",""
1970/07/04,"311","","",""
1970/07/06,"311","","",""
1970/07/07,"311","","",""
1970/07/08,"311","","",""
1970/07/09,"311","","",""
1970/07/10,"311","","",""
1970/07/11,"311","","",""
1970/07/13,"311","","",""
1970/07/14,"311","","",""
1970/07/15,"311","","",""
1970/07/16,"311","","",""
1970/07/18,"312","","",""
1970/07/20,"312","","",""
1970/07/21,"312","","",""
1970/07/22,"312","","",""
1970/07/23,"312","","",""
1970/07/24,"313","","",""
1970/07/25,"313","","",""
1970/07/27,"312","","",""
1970/07/28,"312","","",""
1970/07/29,"312","","",""
1970/07/30,"312","","",""
1970/07/31,"312","","",""
1970/08/01,"312","","",""
1970/08/03,"312","","",""
1970/08/04,"312","","",""
1970/08/05,"312","","",""
1970/08/06,"312","","",""
1970/08/07,"312","","",""
1970/08/08,"312","","",""
1970/08/10,"312","","",""
1970/08/11,"312","","",""
1970/08/12,"312","","",""
1970/08/13,"312","","",""
1970/08/14,"312","","",""
1970/08/17,"312","","",""
1970/08/18,"312","","",""
1970/08/19,"312","","",""
1970/08/20,"313","","",""
1970/08/21,"313","","",""
1970/08/22,"313","","",""
1970/08/24,"313","","",""
1970/08/25,"313","","",""
1970/08/26,"313","","",""
1970/08/27,"313","","",""
1970/08/28,"313","","",""
1970/08/29,"313","","",""
1970/08/31,"313","","",""
1970/09/01,"313","","",""
1970/09/02,"313","","",""
1970/09/03,"313","","",""
1970/09/04,"313","","",""
1970/09/05,"313","","",""
1970/09/07,"313","","",""
1970/09/08,"313","","",""
1970/09/09,"313","","",""
1970/09/10,"313","","",""
1970/09/11,"313","","",""
1970/09/12,"313","","",""
1970/09/14,"313","","",""
1970/09/16,"313","","",""
1970/09/17,"313","","",""
1970/09/18,"313","","",""
1970/09/19,"313","","",""
1970/09/21,"314","","",""
1970/09/22,"314","","",""
1970/09/23,"314","","",""
1970/09/24,"314","","",""
1970/09/25,"314","","",""
1970/09/26,"314","","",""
1970/09/28,"314","","",""
1970/09/29,"314","","",""
1970/09/30,"314","","",""
1970/10/01,"314","","",""
1970/10/02,"314","","",""
1970/10/05,"314","","",""
1970/10/06,"314","","",""
1970/10/07,"314","","",""
1970/10/08,"314","","",""
1970/10/10,"314","","",""
1970/10/12,"314","","",""
1970/10/13,"314","","",""
1970/10/14,"314","","",""
1970/10/15,"314","","",""
1970/10/16,"314","","",""
1970/10/17,"314","","",""
1970/10/19,"314","","",""
1970/10/20,"314","","",""
1970/10/21,"314","","",""
1970/10/22,"314","","",""
1970/10/23,"314","","",""
1970/10/26,"315","","",""
1970/10/27,"315","","",""
1970/10/28,"315","","",""
1970/10/29,"315","","",""
1970/10/30,"315","","",""
1970/10/31,"315","","",""
1970/11/02,"315","","",""
1970/11/03,"315","","",""
1970/11/04,"315","","",""
1970/11/05,"315","","",""
1970/11/06,"315","","",""
1970/11/07,"315","","",""
1970/11/09,"315","","",""
1970/11/10,"315","","",""
1970/11/11,"315","","",""
1970/11/12,"315","","",""
1970/11/13,"315","","",""
1970/11/14,"315","","",""
1970/11/16,"315","","",""
1970/11/17,"315","","",""
1970/11/18,"315","","",""
1970/11/19,"315","","",""
1970/11/20,"315","","",""
1970/11/21,"315","","",""
1970/11/23,"315","","",""
1970/11/24,"316","","",""
1970/11/25,"316","","",""
1970/11/26,"316","","",""
1970/11/27,"316","","",""
1970/11/28,"316","","",""
1970/11/30,"316","","",""
1970/12/01,"316","","",""
1970/12/02,"316","","",""
1970/12/03,"316","","",""
1970/12/04,"316","","",""
1970/12/05,"316","","",""
1970/12/07,"316","","",""
1970/12/08,"316","","",""
1970/12/09,"316","","",""
1970/12/10,"316","","",""
1970/12/11,"316","","",""
1970/12/12,"316","","",""
1970/12/14,"316","","",""
1970/12/15,"316","","",""
1970/12/16,"316","","",""
1970/12/17,"316","","",""
1970/12/18,"316","","",""
1970/12/19,"316","","",""
1970/12/21,"316","","",""
1970/12/22,"316","","",""
1970/12/23,"316","","",""
1970/12/24,"316","","",""
1970/12/26,"317","","",""
1970/12/28,"317","","",""
1970/12/29,"317","","",""
1970/12/30,"317","","",""
1970/12/31,"317","","",""
1971/01/04,"317","","",""
1971/01/05,"317","","",""
1971/01/06,"317","","",""
1971/01/07,"317","","",""
1971/01/08,"317","","",""
1971/01/09,"317","","",""
1971/01/11,"317","","",""
1971/01/12,"317","","",""
1971/01/13,"317","","",""
1971/01/14,"318","","",""
1971/01/15,"318","","",""
1971/01/16,"318","","",""
1971/01/18,"318","","",""
1971/01/19,"318","","",""
1971/01/20,"318","","",""
1971/01/21,"318","","",""
1971/01/22,"318","","",""
1971/01/23,"318","","",""
1971/01/25,"318","","",""
1971/01/26,"318","","",""
1971/01/27,"318","","",""
1971/01/28,"318","","",""
1971/01/29,"319","","",""
1971/01/30,"319","","",""
1971/02/01,"319","","",""
1971/02/02,"319","","",""
1971/02/03,"319","","",""
1971/02/04,"319","","",""
1971/02/05,"319","","",""
1971/02/06,"319","","",""
1971/02/08,"319","","",""
1971/02/09,"319","","",""
1971/02/10,"319","","",""
1971/02/11,"319","","",""
1971/02/12,"319","","",""
1971/02/13,"319","","",""
1971/02/15,"320","","",""
1971/02/16,"320","","",""
1971/02/17,"320","","",""
1971/02/18,"320","","",""
1971/02/19,"320","","",""
1971/02/20,"320","","",""
1971/02/22,"320","","",""
1971/02/23,"320","","",""
1971/02/24,"320","","",""
1971/02/25,"320","","",""
1971/02/26,"320","","",""
1971/02/27,"320","","",""
1971/03/02,"320","","",""
1971/03/03,"320","","",""
1971/03/04,"321","","",""
1971/03/05,"321","","",""
1971/03/06,"321","","",""
1971/03/08,"321","","",""
1971/03/09,"321","","",""
1971/03/11,"321","","",""
1971/03/12,"321","","",""
1971/03/13,"321","","",""
1971/03/15,"321","","",""
1971/03/16,"321","","",""
1971/03/17,"321","","",""
1971/03/18,"322","","",""
1971/03/19,"321","","",""
1971/03/20,"322","","",""
1971/03/22,"322","","",""
1971/03/23,"322","","",""
1971/03/24,"322","","",""
1971/03/25,"322","","",""
1971/03/26,"322","","",""
1971/03/27,"322","","",""
1971/03/29,"322","","",""
1971/03/30,"322","","",""
1971/03/31,"322","","",""
1971/04/01,"322","","",""
1971/04/02,"322","","",""
1971/04/03,"322","","",""
1971/04/06,"322","","",""
1971/04/07,"323","","",""
1971/04/08,"323","","",""
1971/04/09,"323","","",""
1971/04/10,"323","","",""
1971/04/12,"323","","",""
1971/04/13,"323","","",""
1971/04/14,"323","","",""
1971/04/15,"323","","",""
1971/04/16,"323","","",""
1971/04/17,"323","","",""
1971/04/19,"324","","",""
1971/04/20,"324","","",""
1971/04/21,"324","","",""
1971/04/22,"324","","",""
1971/04/23,"324","","",""
1971/04/24,"324","","",""
1971/04/26,"324","","",""
1971/04/28,"324","","",""
1971/04/29,"324","","",""
1971/04/30,"324","","",""
1971/05/01,"324","","",""
1971/05/03,"325","","",""
1971/05/04,"325","","",""
1971/05/05,"325","","",""
1971/05/06,"325","","",""
1971/05/07,"325","","",""
1971/05/08,"325","","",""
1971/05/10,"325","","",""
1971/05/11,"325","","",""
1971/05/12,"326","","",""
1971/05/13,"326","","",""
1971/05/14,"326","","",""
1971/05/15,"326","","",""
1971/05/17,"326","","",""
1971/05/18,"326","","",""
1971/05/19,"326","","",""
1971/05/20,"326","","",""
1971/05/21,"326","","",""
1971/05/22,"326","","",""
1971/05/24,"326","","",""
1971/05/26,"326","","",""
1971/05/27,"326","","",""
1971/05/28,"326","","",""
1971/05/29,"326","","",""
1971/05/31,"326","","",""
1971/06/01,"326","","",""
1971/06/02,"327","","",""
1971/06/03,"327","","",""
1971/06/04,"327","","",""
1971/06/05,"327","","",""
1971/06/07,"327","","",""
1971/06/08,"327","","",""
1971/06/09,"327","","",""
1971/06/10,"327","","",""
1971/06/11,"327","","",""
1971/06/12,"327","","",""
1971/06/14,"327","","",""
1971/06/15,"327","","",""
1971/06/16,"327","","",""
1971/06/17,"327","","",""
1971/06/18,"327","","",""
1971/06/19,"327","","",""
1971/06/21,"327","","",""
1971/06/22,"328","","",""
1971/06/23,"328","","",""
1971/06/24,"328","","",""
1971/06/25,"328","","",""
1971/06/26,"328","","",""
1971/06/28,"371","","",""
1971/06/29,"371","","",""
1971/06/30,"371","","",""
1971/07/02,"371","","",""
1971/07/03,"371","","",""
1971/07/05,"371","","",""
1971/07/06,"371","","",""
1971/07/07,"371","","",""
1971/07/08,"371","","",""
1971/07/09,"371","","",""
1971/07/10,"371","","",""
1971/07/12,"371","","",""
1971/07/13,"371","","",""
1971/07/14,"371","","",""
1971/07/15,"371","","",""
1971/07/16,"371","","",""
1971/07/19,"371","","",""
1971/07/20,"371","","",""
1971/07/21,"371","","",""
1971/07/22,"371","","",""
1971/07/23,"371","","",""
1971/07/24,"371","","",""
1971/07/26,"371","","",""
1971/07/27,"371","","",""
1971/07/28,"371","","",""
1971/07/29,"371","","",""
1971/07/30,"371","","",""
1971/07/31,"371","","",""
1971/08/02,"371","","",""
1971/08/03,"371","","",""
1971/08/04,"371","","",""
1971/08/05,"371","","",""
1971/08/06,"371","","",""
1971/08/07,"371","","",""
1971/08/09,"371","","",""
1971/08/10,"371","","",""
1971/08/11,"371","","",""
1971/08/12,"371","","",""
1971/08/13,"371","","",""
1971/08/14,"371","","",""
1971/08/16,"371","","",""
1971/08/17,"371","","",""
1971/08/18,"371","","",""
1971/08/19,"371","","",""
1971/08/20,"371","","",""
1971/08/21,"371","","",""
1971/08/23,"371","","",""
1971/08/24,"371","","",""
1971/08/25,"371","","",""
1971/08/26,"371","","",""
1971/08/27,"371","","",""
1971/08/28,"371","","",""
1971/08/30,"371","","",""
1971/08/31,"371","","",""
1971/09/01,"371","","",""
1971/09/02,"371","","",""
1971/09/03,"371","","",""
1971/09/04,"371","","",""
1971/09/06,"371","","",""
1971/09/07,"371","","",""
1971/09/08,"371","","",""
1971/09/09,"371","","",""
1971/09/10,"371","","",""
1971/09/11,"371","","",""
1971/09/13,"371","","",""
1971/09/14,"371","","",""
1971/09/15,"371","","",""
1971/09/16,"371","","",""
1971/09/17,"371","","",""
1971/09/18,"371","","",""
1971/09/20,"371","","",""
1971/09/21,"371","","",""
1971/09/22,"371","","",""
1971/09/23,"371","","",""
1971/09/24,"371","","",""
1971/09/25,"371","","",""
1971/09/27,"371","","",""
1971/09/28,"371","","",""
1971/09/29,"371","","",""
1971/09/30,"371","","",""
1971/10/01,"371","","",""
1971/10/02,"371","","",""
1971/10/04,"371","","",""
1971/10/05,"371","","",""
1971/10/06,"371","","",""
1971/10/07,"371","","",""
1971/10/08,"371","","",""
1971/10/11,"371","","",""
1971/10/12,"371","","",""
1971/10/13,"371","","",""
1971/10/14,"371","","",""
1971/10/15,"371","","",""
1971/10/16,"371","","",""
1971/10/18,"371","","",""
1971/10/19,"371","","",""
1971/10/20,"371","","",""
1971/10/21,"371","","",""
1971/10/22,"371","","",""
1971/10/23,"371","","",""
1971/10/25,"371","","",""
1971/10/26,"371","","",""
1971/10/27,"371","","",""
1971/10/28,"371","","",""
1971/10/29,"371","","",""
1971/10/30,"371","","",""
1971/11/01,"371","","",""
1971/11/02,"371","","",""
1971/11/03,"371","","",""
1971/11/04,"371","","",""
1971/11/05,"371","","",""
1971/11/06,"371","","",""
1971/11/08,"371","","",""
1971/11/09,"371","","",""
1971/11/10,"371","","",""
1971/11/11,"371","","",""
1971/11/12,"371","","",""
1971/11/13,"371","","",""
1971/11/15,"371","","",""
1971/11/16,"371","","",""
1971/11/17,"371","","",""
1971/11/18,"371","","",""
1971/11/19,"371","","",""
1971/11/20,"371","","",""
1971/11/22,"371","","",""
1971/11/23,"371","","",""
1971/11/24,"371","","",""
1971/11/25,"371","","",""
1971/11/26,"371","","",""
1971/11/27,"371","","",""
1971/11/29,"371","","",""
1971/11/30,"371","","",""
1971/12/01,"371","","",""
1971/12/02,"371","","",""
1971/12/03,"371","","",""
1971/12/04,"371","","",""
1971/12/06,"371","","",""
1971/12/07,"371","","",""
1971/12/08,"371","","",""
1971/12/09,"371","","",""
1971/12/10,"372","","",""
1971/12/11,"372","","",""
1971/12/13,"372","","",""
1971/12/14,"372","","",""
1971/12/15,"372","","",""
1971/12/16,"372","","",""
1971/12/17,"372","","",""
1971/12/18,"373","","",""
1971/12/20,"373","","",""
1971/12/21,"373","","",""
1971/12/22,"373","","",""
1971/12/23,"373","","",""
1971/12/24,"373","","",""
1971/12/27,"373","","",""
1971/12/28,"373","","",""
1971/12/29,"373","","",""
1971/12/30,"373","","",""
1971/12/31,"373","","",""
1972/01/04,"373","","",""
1972/01/05,"373","","",""
1972/01/06,"373","","",""
1972/01/07,"373","","",""
1972/01/08,"373","","",""
1972/01/10,"374","","",""
1972/01/11,"374","","",""
1972/01/12,"374","","",""
1972/01/13,"374","","",""
1972/01/14,"374","","",""
1972/01/15,"375","","",""
1972/01/17,"375","","",""
1972/01/18,"375","","",""
1972/01/19,"375","","",""
1972/01/20,"375","","",""
1972/01/21,"375","","",""
1972/01/22,"376","","",""
1972/01/24,"376","","",""
1972/01/25,"376","","",""
1972/01/26,"376","","",""
1972/01/27,"376","","",""
1972/01/28,"376","","",""
1972/01/29,"376","","",""
1972/01/31,"376","","",""
1972/02/01,"377","","",""
1972/02/02,"377","","",""
1972/02/03,"377","","",""
1972/02/04,"377","","",""
1972/02/05,"377","","",""
1972/02/07,"378","","",""
1972/02/08,"378","","",""
1972/02/09,"378","","",""
1972/02/10,"378","","",""
1972/02/11,"379","","",""
1972/02/12,"379","","",""
1972/02/14,"379","","",""
1972/02/15,"379","","",""
1972/02/16,"379","","",""
1972/02/17,"380","","",""
1972/02/18,"380","","",""
1972/02/19,"380","","",""
1972/02/21,"380","","",""
1972/02/22,"380","","",""
1972/02/23,"381","","",""
1972/02/24,"381","","",""
1972/02/25,"381","","",""
1972/02/26,"382","","",""
1972/02/28,"382","","",""
1972/02/29,"382","","",""
1972/03/02,"382","","",""
1972/03/03,"382","","",""
1972/03/04,"383","","",""
1972/03/06,"383","","",""
1972/03/07,"383","","",""
1972/03/08,"383","","",""
1972/03/09,"383","","",""
1972/03/11,"384","","",""
1972/03/13,"384","","",""
1972/03/14,"384","","",""
1972/03/15,"384","","",""
1972/03/16,"385","","",""
1972/03/17,"385","","",""
1972/03/18,"385","","",""
1972/03/20,"385","","",""
1972/03/21,"385","","",""
1972/03/22,"385","","",""
1972/03/23,"385","","",""
1972/03/24,"386","","",""
1972/03/25,"386","","",""
1972/03/27,"386","","",""
1972/03/28,"386","","",""
1972/03/29,"387","","",""
1972/03/30,"387","","",""
1972/03/31,"387","","",""
1972/04/01,"387","","",""
1972/04/03,"387","","",""
1972/04/04,"387","","",""
1972/04/06,"388","","",""
1972/04/07,"388","","",""
1972/04/08,"388","","",""
1972/04/10,"388","","",""
1972/04/11,"389","","",""
1972/04/12,"389","","",""
1972/04/13,"389","","",""
1972/04/14,"389","","",""
1972/04/15,"390","","",""
1972/04/17,"390","","",""
1972/04/18,"390","","",""
1972/04/19,"391","","",""
1972/04/20,"391","","",""
1972/04/21,"391","","",""
1972/04/22,"391","","",""
1972/04/24,"392","","",""
1972/04/25,"392","","",""
1972/04/26,"392","","",""
1972/04/27,"392","","",""
1972/04/28,"393","","",""
1972/04/29,"393","","",""
1972/05/01,"393","","",""
1972/05/02,"393","","",""
1972/05/03,"393","","",""
1972/05/04,"393","","",""
1972/05/05,"393","","",""
1972/05/06,"393","","",""
1972/05/08,"394","","",""
1972/05/09,"394","","",""
1972/05/10,"394","","",""
1972/05/11,"394","","",""
1972/05/12,"394","","",""
1972/05/13,"394","","",""
1972/05/15,"394","","",""
1972/05/16,"395","","",""
1972/05/17,"395","","",""
1972/05/18,"395","","",""
1972/05/19,"395","","",""
1972/05/20,"396","","",""
1972/05/22,"396","","",""
1972/05/23,"396","","",""
1972/05/24,"396","","",""
1972/05/25,"396","","",""
1972/05/26,"396","","",""
1972/05/27,"396","","",""
1972/05/29,"396","","",""
1972/05/30,"396","","",""
1972/05/31,"396","","",""
1972/06/01,"394","","",""
1972/06/02,"397","","",""
1972/06/03,"397","","",""
1972/06/05,"397","","",""
1972/06/07,"397","","",""
1972/06/08,"397","","",""
1972/06/09,"398","","",""
1972/06/10,"398","","",""
1972/06/12,"398","","",""
1972/06/13,"398","","",""
1972/06/14,"398","","",""
1972/06/15,"399","","",""
1972/06/16,"399","","",""
1972/06/17,"399","","",""
1972/06/19,"400","","",""
1972/06/20,"400","","",""
1972/06/21,"400","","",""
1972/06/22,"400","","",""
1972/06/23,"400","","",""
1972/06/24,"400","","",""
1972/06/26,"400","","",""
1972/06/27,"400","","",""
1972/06/28,"400","","",""
1972/06/29,"400","","",""
1972/06/30,"400","","",""
1972/07/01,"399","","",""
1972/07/03,"399","","",""
1972/07/04,"399","","",""
1972/07/05,"399","","",""
1972/07/06,"399","","",""
1972/07/07,"399","","",""
1972/07/08,"399","","",""
1972/07/10,"399","","",""
1972/07/11,"399","","",""
1972/07/12,"399","","",""
1972/07/13,"399","","",""
1972/07/14,"400","","",""
1972/07/15,"400","","",""
1972/07/18,"400","","",""
1972/07/19,"400","","",""
1972/07/20,"400","","",""
1972/07/21,"400","","",""
1972/07/22,"399","","",""
1972/07/24,"399","","",""
1972/07/25,"399","","",""
1972/07/26,"399","","",""
1972/07/27,"399","","",""
1972/07/28,"399","","",""
1972/07/29,"399","","",""
1972/07/31,"399","","",""
1972/08/01,"399","","",""
1972/08/02,"399","","",""
1972/08/03,"399","","",""
1972/08/04,"399","","",""
1972/08/05,"399","","",""
1972/08/07,"399","","",""
1972/08/08,"399","","",""
1972/08/09,"399","","",""
1972/08/10,"399","","",""
1972/08/11,"399","","",""
1972/08/12,"399","","",""
1972/08/14,"399","","",""
1972/08/16,"399","","",""
1972/08/17,"399","","",""
1972/08/18,"399","","",""
1972/08/19,"399","","",""
1972/08/21,"399","","",""
1972/08/22,"399","","",""
1972/08/23,"399","","",""
1972/08/24,"399","","",""
1972/08/25,"399","","",""
1972/08/26,"399","","",""
1972/08/28,"399","","",""
1972/08/29,"399","","",""
1972/08/30,"399","","",""
1972/08/31,"399","","",""
1972/09/01,"399","","",""
1972/09/02,"399","","",""
1972/09/04,"399","","",""
1972/09/05,"399","","",""
1972/09/06,"399","","",""
1972/09/07,"399","","",""
1972/09/08,"399","","",""
1972/09/09,"399","","",""
1972/09/11,"399","","",""
1972/09/12,"399","","",""
1972/09/13,"399","","",""
1972/09/14,"399","","",""
1972/09/15,"399","","",""
1972/09/16,"399","","",""
1972/09/18,"399","","",""
1972/09/19,"399","","",""
1972/09/20,"399","","",""
1972/09/21,"399","","",""
1972/09/23,"399","","",""
1972/09/25,"399","","",""
1972/09/26,"399","","",""
1972/09/27,"399","","",""
1972/09/28,"399","","",""
1972/09/29,"399","","",""
1972/09/30,"399","","",""
1972/10/02,"399","","",""
1972/10/04,"399","","",""
1972/10/05,"399","","",""
1972/10/06,"399","","",""
1972/10/07,"399","","",""
1972/10/10,"399","","",""
1972/10/11,"399","","",""
1972/10/12,"398","","",""
1972/10/13,"398","","",""
1972/10/14,"399","","",""
1972/10/16,"399","","",""
1972/10/17,"399","","",""
1972/10/18,"399","","",""
1972/10/19,"399","","",""
1972/10/20,"399","","",""
1972/10/21,"399","","",""
1972/10/23,"399","","",""
1972/10/25,"399","","",""
1972/10/26,"399","","",""
1972/10/27,"399","","",""
1972/10/28,"399","","",""
1972/10/30,"399","","",""
1972/10/31,"399","","",""
1972/11/01,"399","","",""
1972/11/02,"399","","",""
1972/11/03,"399","","",""
1972/11/04,"399","","",""
1972/11/06,"399","","",""
1972/11/07,"399","","",""
1972/11/08,"399","","",""
1972/11/09,"399","","",""
1972/11/10,"399","","",""
1972/11/11,"399","","",""
1972/11/13,"399","","",""
1972/11/14,"399","","",""
1972/11/15,"399","","",""
1972/11/16,"399","","",""
1972/11/17,"399","","",""
1972/11/18,"399","","",""
1972/11/20,"399","","",""
1972/11/22,"399","","",""
1972/11/23,"399","","",""
1972/11/24,"399","","",""
1972/11/25,"399","","",""
1972/11/27,"399","","",""
1972/11/28,"399","","",""
1972/11/29,"399","","",""
1972/11/30,"399","","",""
1972/12/01,"399","","",""
1972/12/02,"399","","",""
1972/12/04,"399","","",""
1972/12/05,"399","","",""
1972/12/06,"399","","",""
1972/12/07,"399","","",""
1972/12/08,"399","","",""
1972/12/09,"399","","",""
1972/12/11,"399","","",""
1972/12/12,"399","","",""
1972/12/13,"399","","",""
1972/12/14,"399","","",""
1972/12/16,"399","","",""
1972/12/18,"399","","",""
1972/12/19,"399","","",""
1972/12/20,"399","","",""
1972/12/21,"399","","",""
1972/12/22,"399","","",""
1972/12/23,"399","","",""
1972/12/26,"399","","",""
1972/12/28,"399","","",""
1972/12/29,"399","","",""
1972/12/30,"399","","",""
1973/01/04,"399","","",""
1973/01/05,"399","","",""
1973/01/06,"399","","",""
1973/01/08,"399","","",""
1973/01/09,"399","","",""
1973/01/10,"399","","",""
1973/01/11,"399","","",""
1973/01/12,"399","","",""
1973/01/13,"399","","",""
1973/01/15,"399","","",""
1973/01/16,"399","","",""
1973/01/17,"399","","",""
1973/01/18,"399","","",""
1973/01/19,"399","","",""
1973/01/20,"399","","",""
1973/01/22,"399","","",""
1973/01/23,"399","","",""
1973/01/24,"399","","",""
1973/01/25,"399","","",""
1973/01/26,"399","","",""
1973/01/27,"399","","",""
1973/01/29,"399","","",""
1973/01/30,"399","","",""
1973/01/31,"399","","",""
1973/02/01,"399","","",""
1973/02/02,"399","","",""
1973/02/03,"399","","",""
1973/02/05,"399","","",""
1973/02/06,"399","","",""
1973/02/07,"399","","",""
1973/02/08,"399","","",""
1973/02/09,"399","","",""
1973/02/10,"399","","",""
1973/02/12,"399","","",""
1973/02/13,"399","","",""
1973/02/14,"399","","",""
1973/02/15,"399","","",""
1973/02/16,"399","","",""
1973/02/17,"399","","",""
1973/02/19,"399","","",""
1973/02/20,"399","","",""
1973/02/21,"399","","",""
1973/02/22,"399","","",""
1973/02/23,"399","","",""
1973/02/24,"399","","",""
1973/02/26,"399","","",""
1973/02/27,"399","","",""
1973/03/02,"399","","",""
1973/03/03,"399","","",""
1973/03/05,"399","","",""
1973/03/06,"399","","",""
1973/03/07,"399","","",""
1973/03/08,"399","","",""
1973/03/09,"399","","",""
1973/03/12,"399","","",""
1973/03/13,"399","","",""
1973/03/14,"399","","",""
1973/03/15,"399","","",""
1973/03/16,"399","","",""
1973/03/17,"399","","",""
1973/03/19,"399","","",""
1973/03/20,"399","","",""
1973/03/21,"399","","",""
1973/03/22,"399","","",""
1973/03/23,"399","","",""
1973/03/24,"399","","",""
1973/03/26,"399","","",""
1973/03/27,"399","","",""
1973/03/28,"399","","",""
1973/03/29,"399","","",""
1973/03/30,"399","","",""
1973/03/31,"399","","",""
1973/04/02,"399","","",""
1973/04/03,"399","","",""
1973/04/04,"399","","",""
1973/04/06,"399","","",""
1973/04/07,"399","","",""
1973/04/09,"399","","",""
1973/04/10,"399","","",""
1973/04/11,"399","","",""
1973/04/12,"399","","",""
1973/04/13,"399","","",""
1973/04/14,"399","","",""
1973/04/16,"399","","",""
1973/04/17,"399","","",""
1973/04/18,"399","","",""
